199	Ningbo University	宁波大学	中国
200	University of Bologna	博洛尼亚大学	意大利
201	Iran University of Science and Technology	伊朗科技大学	伊朗
201	Yanshan University	燕山大学	中国
203	Indian Statistical Institute	印度统计学院	印度
204	Eindhoven University of Technology (TU/e)	埃因霍温理工大学 (TU/e)	荷兰
204	Hunan Normal University	湖南师范大学	中国
206	Tiangong University	天津工业大学	中国
206	University of Belgrade	贝尔格莱德大学	塞尔维亚
208	Zhejiang Gongshang University	浙江工商大学	中国
209	Norwegian University of Science and Technology	挪威科技大学	挪威
210	University of Pittsburgh	匹兹堡大学	美国
211	Chengdu University of Information Technology	成都信息工程大学	中国
212	Concordia University	康考迪亚大学	加拿大
213	University of Florida	佛罗里达大学	美国
214	Donghua University	东华大学	中国
215	Chang'an University	长安大学	中国
216	Ghent University	根特大学	比利时
217	Universidad de Jaén	哈恩大学	西班牙
218	Changsha University of Science and Technology	长沙理工大学	中国
219	Hebei University of Technology	河北工业大学	中国
219	National Yang Ming Chiao Tung University	国立交通大学	中国台湾
221	Czech Technical University in Prague (ČVUT)	布拉格捷克理工大学 (ČVUT)	捷克
222	University of Lisbon	里斯本大学	葡萄牙
223	University of the Punjab	旁遮普大学	巴基斯坦
223	Wuhan University of Science and Technology	武汉科技大学	中国
225	Hainan University	海南大学	中国
226	Huaqiao University	华侨大学	中国
226	Jadavpur University	贾达珀大学	印度
228	Shandong University of Finance and Economics	山东财经大学	中国
229	Guangxi Normal University	广西师范大学	中国
230	National University of Malaysia	马来西亚国民大学	马来西亚
231	North China Electric Power University	华北电力大学	中国
232	Yangzhou University	扬州大学	中国
233	Xi'an University of Technology	西安理工大学	中国
234	University of Technology Malaysia	马来西亚工艺大学	马来西亚
235	Yunnan University	云南大学	中国
236	Princess Nourah bint Abdulrahman University	努拉公主大学	沙特阿拉伯
237	Indian Institute of Technology Kharagpur	印度理工学院卡哈拉格普尔校区	印度
238	Central China Normal University	华中师范大学	中国
239	Shantou University	汕头大学	中国
240	Istanbul Technical University	伊斯坦布尔理工大学	土耳其
241	University of Malaya	马来亚大学	马来西亚
242	Amirkabir University of Technology	阿米尔卡比尔理工大学	伊朗
243	Cairo University	开罗大学	埃及
243	Prince Sattam Bin Abdulaziz University	薩塔姆·本·阿卜杜勒-阿齐兹亲王大学	沙特阿拉伯
245	Lanzhou University	兰州大学	中国
246	Universidad Politécnica de Madrid	马德里理工大学	西班牙
246	University of Naples Federico II	那不勒斯费德里科二世大学	意大利
248	Universidad de Sevilla	塞维利亚大学	西班牙
249	Northwest University Xi'an	西北大学（西安）	中国
249	Taif University	塔伊夫大学	沙特阿拉伯
