160	University of Massachusetts--Amherst	马萨诸塞大学阿默斯特分校	美国
161	University of Milan	米兰大学	意大利
162	Kyoto University	京都大学	日本
163	South China University of Technology	华南理工大学	中国内地
164	Swinburne University of Technology	斯威本科技大学	澳大利亚
165	University of Alberta	阿尔伯塔大学	加拿大
166	Shenzhen University	深圳大学	中国内地
167	Tianjin University	天津大学	中国内地
168	University of Leicester	莱斯特大学	英国
169	University of Liverpool	利物浦大学	英国
170	Delft University of Technology	代尔夫特理工大学	荷兰
171	University of Utah	犹他大学	美国
172	Queensland University of Technology	昆士兰科技大学	澳大利亚
173	Macquarie University	麦考瑞大学	澳大利亚
174	RMIT University	皇家墨尔本理工大学	澳大利亚
175	University of Padua	帕多瓦大学	意大利
176	Xiamen University	厦门大学	中国内地
177	Texas A&M University--College Station	得克萨斯农工大学学院站分校	美国
178	University of Gothenburg	哥德堡大学	瑞典
179	Arizona State University--Tempe	亚利桑那州立大学坦佩校区	美国
180	University of Bonn	波恩大学	德国
181	University of Lausanne	洛桑大学	瑞士
182	Northwestern Polytechnical University	西北工业大学	中国内地
183	Beihang University	北京航空航天大学	中国内地
184	Maastricht University	马斯特里赫特大学	荷兰
185	Weizmann Institute of Science	魏茨曼科学研究所	以色列
186	University of Sheffield	谢菲尔德大学	英国
187	University of Göttingen	哥廷根大学	德国
188	University of Alabama--Birmingham	阿拉巴马大学伯明翰分校	美国
189	Case Western Reserve University	凯斯西储大学	美国
190	Technical University of Denmark	丹麦技术大学	丹麦
191	University of Basel	巴塞尔大学	瑞士
192	China Agricultural University	中国农业大学	中国内地
193	Eberhard Karls University, Tübingen	蒂宾根大学	德国
194	Stockholm University	斯德哥尔摩大学	瑞典
195	Tel Aviv University	特拉维夫大学	以色列
196	University of Colorado Anschutz Medical Campus	科罗拉多大学安舒茨医学院	美国
197	University of Montreal	蒙特利尔大学	加拿大
198	University of Vienna	维也纳大学	奥地利
199	University of Waterloo	滑铁卢大学	加拿大
200	University of Warwick	华威大学	英国
201	Rice University	莱斯大学	美国
202	Chongqing University	重庆大学	中国内地
203	Newcastle University	纽卡斯尔大学	英国
204	China University of Geosciences	中国地质大学（武汉）	中国内地
205	University of Wollongong	卧龙岗大学	澳大利亚
206	University of Antwerp	安特卫普大学	比利时
207	University of Macau	澳门大学	中国澳门
208	University of Calgary	卡尔加里大学	加拿大
209	University of Rochester	罗切斯特大学	美国
210	Zhengzhou University	郑州大学	中国内地
211	Cardiff University	卡迪夫大学	英国
212	Technical University of Dresden	德累斯顿工业大学	德国
213	Medical University of Vienna	维也纳医科大学	奥地利
214	Trinity College Dublin	都柏林圣三一学院	爱尔兰
215	University of Cincinnati	辛辛那提大学	美国
216	University Catholique of Louvain	法语鲁汶天主教大学	比利时
217	University of Naples Federico II	那不勒斯费德里科二世大学	意大利
218	Johann Wolfgang Goethe University Frankfurt am Main	法兰克福大学	德国
219	Oregon Health and Science University	俄勒冈健康与科学大学	美国
220	University of Münster	明斯特大学	德国
221	Cairo University	开罗大学	埃及
222	Shandong University	山东大学	中国内地
223	Johannes Gutenberg University of Mainz	美因茨大学	德国
224	London School of Economics and Political Science	伦敦政治经济学院	英国
225	RWTH Aachen University	亚琛工业大学	德国
226	Griffith University	格里菲斯大学	澳大利亚
227	East China Normal University	华东师范大学	中国内地
228	National and Kapodistrian University of Athens	雅典大学	希腊
229	University of Freiburg	弗莱堡大学	德国
230	Charles University in Prague	布拉格查理大学	捷克
231	University of Turin	都灵大学	意大利
232	Northeastern University	东北大学（美国）	美国
233	Jiangsu University	江苏大学	中国内地
234	National Taiwan University	台湾大学	中国台湾
235	University of Miami	迈阿密大学	美国
236	Stony Brook University--SUNY	纽约州立大学石溪分校	美国
237	Vita-Salute San Raffaele University	圣拉斐尔生命健康大学	意大利
238	Norwegian University of Science and Technology	挪威科技大学	挪威
239	University of Cologne	科隆大学	德国
240	University of Witwatersrand	金山大学	南非
241	Queen's University Belfast	贝尔法斯特女王大学	英国
242	University of Newcastle	纽卡斯尔大学（澳大利亚）	澳大利亚
243	Western Sydney University	西悉尼大学	澳大利亚
244	Sungkyunkwan University	成均馆大学	韩国
245	Korea Advanced Institute of Science and Technology	韩国科学技术院	韩国
246	University of Lisbon	里斯本大学	葡萄牙
247	University of Aix-Marseille	艾克斯-马赛大学	法国
248	University of Sharjah	沙迦大学	阿联酋
249	Royal Institute of Technology	皇家理工学院	瑞典
250	University of Iowa	爱荷华大学	美国
251	University of Würzburg	维尔茨堡大学	德国
252	Technical University of Berlin	柏林工业大学	德国
253	University of Illinois--Chicago	伊利诺伊大学芝加哥分校	美国
254	Dalian University of Technology	大连理工大学	中国内地
255	Jilin University	吉林大学	中国内地
256	Korea University	高丽大学	韩国
257	University of Florence	佛罗伦萨大学	意大利
258	University College Dublin	都柏林大学学院	爱尔兰
259	Autonomous University of Madrid	马德里自治大学	西班牙
260	George Washington University	乔治华盛顿大学	美国
261	University of Montpellier	蒙彼利埃大学	法国
262	University of California--Riverside	加州大学河滨分校	美国
263	University of Qatar	卡塔尔大学	卡塔尔
264	Osaka University	大阪大学	日本
265	University of Ibadan	伊巴丹大学	尼日利亚
266	University of Ottawa	渥太华大学	加拿大
267	Mansoura University	曼苏拉大学	埃及
268	North Carolina State University--Raleigh	北卡罗来纳州立大学罗利分校	美国
269	Tohoku University	东北大学（日本）	日本
270	Durham University	杜伦大学	英国
271	Pompeu Fabra University	庞培法布拉大学	西班牙
272	University of Pisa	比萨大学	意大利
273	University of Tasmania	塔斯马尼亚大学	澳大利亚
274	University of Valencia	瓦伦西亚大学	西班牙
275	Tufts University	塔夫茨大学	美国
276	Université Libre de Bruxelles	布鲁塞尔自由大学	比利时
277	University of Bergen	卑尔根大学	挪威
278	University of Southern Denmark	南丹麦大学	丹麦
279	Al Azhar University	爱资哈尔大学	埃及
280	Shanghai University	上海大学	中国内地
281	Northwest A&F University - China	西北农林科技大学	中国内地
282	Universite de Bordeaux	波尔多大学	法国
283	University of Johannesburg	约翰内斯堡大学	南非
284	University of Tartu	塔尔图大学	爱沙尼亚
285	La Trobe University	拉筹伯大学	澳大利亚
286	United Arab Emirates University	阿联酋大学	阿联酋
287	Virginia Tech	弗吉尼亚理工大学	美国
288	Aalborg University	奥尔堡大学	丹麦
289	Hebrew University of Jerusalem	耶路撒冷希伯来大学	以色列
290	Aalto University	阿尔托大学	芬兰
291	Ain Shams University	艾因夏姆斯大学	埃及
292	Georgetown University	乔治城大学	美国
293	University of Otago	奥塔哥大学	新西兰
294	University of Porto	波尔图大学	葡萄牙
295	Westlake University	西湖大学	中国内地
296	Complutense University of Madrid	马德里康普顿斯大学	西班牙
297	University of Sussex	萨塞克斯大学	英国
298	University of Texas--San Antonio	得克萨斯大学圣安东尼奥分校	美国
299	Karlsruhe Institute of Technology	卡尔斯鲁厄理工学院	德国
300	Leipzig University	莱比锡大学	德国
