470	Hungarian Academy of Sciences (HAS)	Hungary	55.12	304.0
471	Technical University of Darmstadt (TU Darmstadt)	Germany	55.09	220.0
472	Keio University	Japan	55.02	195.0
473	Linköping University (LiU)	Sweden	54.99	273.0
474	National Cheng Kung University (NCKU)	Taiwan	54.76	181.0
475	Institute of Health Carlos III (ISCIII)	Spain	54.74	622.0
476	Indian Institute of Technology Kharagpur (IIT Kharagpur)	India	54.59	88.0
477	Academy of Scientific and Innovative Research (AcSIR)	India	54.51	194.0
478	University of Maryland, Baltimore (UMB)	United States of America (USA)	54.28	248.0
479	Louisiana State University (LSU)	United States of America (USA)	54.09	252.0
480	China Three Gorges University (CTGU)	China	54.05	133.0
481	The University of Oklahoma (OU)	United States of America (USA)	54.04	295.0
482	Philipps University of Marburg (Uni Marburg)	Germany	53.86	233.0
483	Anhui University of Technology	China	53.69	125.0
484	Harbin Medical University (HMU)	China	53.68	176.0
485	University of Kiel (CAU)	Germany	53.52	309.0
486	Cleveland Clinic	United States of America (USA)	53.28	306.0
487	Tiangong University (TGU)	China	53.23	174.0
488	AstraZeneca	United Kingdom (UK)	53.21	173.0
489	Chinese University of Hong Kong, Shenzhen (CUHKSZ)	China	53.08	225.0
490	Indian Institute of Science Education and Research Pune (IISER Pune)	India	53.03	141.0
491	University of Technology Sydney (UTS)	Australia	52.89	224.0
492	Children's Hospital of Philadelphia (CHOP)	United States of America (USA)	52.86	290.0
493	University of Konstanz	Germany	52.84	139.0
494	Laval University (UL)	Canada	52.72	264.0
495	The University of Texas Health Science Center at Houston (UTHealth)	United States of America (USA)	52.67	275.0
496	Leipzig University	Germany	52.6	332.0
497	Tufts University	United States of America (USA)	52.52	352.0
498	Jagiellonian University (UJ)	Poland	52.19	218.0
499	Albert Einstein College of Medicine (Einstein)	United States of America (USA)	51.89	231.0
500	National Scientific and Technical Research Council (CONICET)	Argentina	51.87	349.0
